time, ID, px, py, vx, vy
2, 360, 132.96259, 341.83633, -0.037411004, 0.8911652
2, 361, 133.05, 525.95984, 0.050004452, -1.1057167
2, 362, 133.00954, 437.59714, 0.009539949, 0.50012857
2, 363, 133.01442, 542.45874, 0.014412075, -0.98528516
2, 364, 133.0102, 549.5206, 0.010193392, 1.0871462
2, 365, 132.93372, 176.74911, -0.066289775, 0.5693486
2, 366, 133.14279, 30.828278, 0.14279312, -0.49578
2, 367, 132.97028, 363.18195, -0.029720591, -0.49912864
2, 368, 133.49385, 227.51337, 0.4938467, 1.6279941
2, 369, 133.05397, 131.07596, 0.053968724, 0.49709782
2, 370, 132.95963, 341.33743, -0.040375322, 0.50673217
2, 371, 133.06856, 344.0767, 0.068555094, -0.4971841
2, 372, 133.003, 492.34094, 0.0029992322, -1.7239716
2, 373, 133.06926, 254.34126, 0.069254965, 0.49532765
2, 374, 132.97374, 84.85791, -0.026252998, -0.61067355
2, 375, 132.89325, 179.83543, -0.10675106, -0.48847142
2, 376, 133.18248, 108.45744, 0.1824825, -1.7884457
2, 377, 133.38441, 511.63483, 0.38440943, -0.35311368
2, 378, 133.61565, 400.79254, 0.6156426, 0.77089554
2, 379, 132.92776, 102.61571, -0.07224193, 0.49491534
2, 380, 133.01372, 544.0523, 0.013719513, -0.5026284
2, 381, 132.94496, 444.5486, -0.0550404, -0.49711758
2, 382, 132.63269, 519.1572, -0.36730233, -0.33925292
2, 383, 133.13469, 435.8962, 0.1346907, -0.4892834
2, 384, 133.16998, 264.52585, 0.16998042, -0.52334845
2, 385, 133.15265, 61.723434, 0.15265417, 0.47612676
2, 386, 133.0615, 427.40872, 0.06149074, 0.7069768
2, 387, 133.13773, 105.46409, 0.13773243, -0.5213398
2, 388, 134.52736, 541.4798, 1.5273533, -0.9070516
2, 389, 132.89015, 199.4454, -0.10984717, 1.1325185
2, 390, 133.09673, 439.7966, 0.09673231, -0.6787632
2, 391, 132.92032, 284.95224, -0.07967995, -1.5796871
2, 392, 133.06113, 399.33347, 0.061120983, -0.6177963
2, 393, 133.03983, 530.9706, 0.039825223, -0.5509205
2, 394, 132.94446, 278.42535, -0.05553847, 0.5055374
2, 395, 133.07796, 125.36237, 0.07796161, 0.49392995
2, 396, 133.79889, 50.68017, 0.79888654, 0.39323986
2, 397, 132.9551, 563.6464, -0.04490207, 0.49798012
2, 398, 132.26398, 259.15585, -0.7360283, 0.15194328
2, 399, 132.9828, 182.66525, -0.017201312, 0.80563307
2, 400, 132.9785, 433.03174, -0.021502774, -0.675427
2, 401, 132.93826, 423.5817, -0.061738737, 0.6986236
2, 402, 133.32988, 437.7161, 0.32987314, 0.82513756
2, 403, 133.05411, 237.08765, 0.054107368, 0.49767518
2, 404, 132.9744, 109.42477, -0.02559847, -0.50804055
2, 405, 133.05399, 63.338593, 0.053978242, -0.49753824
2, 406, 132.99939, 52.85315, -6.114319E-4, 0.50000817
2, 407, 133.31856, 363.62302, 0.3185568, -0.45900294
2, 408, 133.03162, 69.352585, 0.031621255, 0.73135746
2, 409, 132.96767, 433.23782, -0.03233051, -0.5078101
2, 410, 133.09904, 386.27817, 0.09905175, 0.64803416
2, 411, 132.98582, 294.14294, -0.014173398, 0.49991712
2, 412, 133.07008, 159.14865, 0.070088394, -0.49670258
2, 413, 132.97125, 76.69535, -0.028748782, 0.7033804
2, 414, 133.11403, 174.60081, 0.11403534, 0.5080937
2, 415, 132.91356, 288.65643, -0.0864352, -1.2935572
2, 416, 132.9663, 139.53413, -0.033709824, 0.55271775
2, 417, 132.99629, 190.52998, -0.0037003749, 0.4999863
2, 418, 133.0898, 438.57742, 0.08979544, -0.49278277
2, 419, 132.56104, 455.595, -0.43896756, 1.6134044
2, 420, 133.21486, 100.27418, 0.21485372, -0.79138273
2, 421, 133.07178, 536.34326, 0.07177701, 0.4948229
2, 422, 132.92813, 59.007015, -0.07187649, -1.1937803
2, 423, 133.04483, 335.3746, 0.044833176, -0.53277105
2, 424, 132.97466, 62.978786, -0.025340948, -0.49936607
2, 425, 133.01419, 561.56476, 0.014185296, -0.50122577
2, 426, 132.88489, 289.14038, -0.11511138, -1.5241641
2, 427, 133.08167, 347.5374, 0.081666246, 0.49460396
2, 428, 132.98792, 224.30959, -0.012080378, -0.50578535
2, 429, 132.86752, 293.26535, -0.13247897, 0.99253386
2, 430, 132.91745, 361.16553, -0.082554474, -0.4931695
2, 431, 133.04182, 113.49742, 0.04182701, 0.5172885
2, 432, 132.9771, 312.46097, -0.02289906, 0.85344917
2, 433, 132.98929, 499.72775, -0.010718741, 0.49994037
2, 434, 132.98753, 479.978, -0.012460646, 0.5043673
2, 435, 133.00821, 385.59082, 0.008210747, 0.58702904
2, 436, 133.00797, 344.63013, 0.007958975, -0.5130763
2, 437, 133.0413, 210.88701, 0.041312233, -0.63299876
2, 438, 133.00552, 33.02961, 0.005521081, -0.50047773
2, 439, 132.88477, 142.38716, -0.115228735, 0.48661372
2, 440, 132.9404, 434.81796, -0.05960072, 0.7590566
2, 441, 132.96207, 531.7672, -0.03793352, -0.5369721
2, 442, 132.8852, 568.2495, -0.114801124, -0.48667866
2, 443, 133.04811, 88.763725, 0.04811165, -0.50908995
2, 444, 133.01656, 33.05374, 0.016561849, -0.4998424
2, 445, 132.93477, 124.21161, -0.065228656, -0.50809973
2, 446, 133.03273, 530.023, 0.032736823, -0.50103456
