time, ID, px, py, vx, vy
5, 29, 271.0154, 338.72876, 1.3984027, 3.9826663
5, 30, 261.03503, 437.82733, -0.6990541, 3.9823382
5, 31, 268.43674, 67.47316, 0.61405903, 1.9035358
5, 32, 278.34225, 112.1863, 2.4629755, 0.24891365
5, 33, 255.21426, 329.19998, -2.083686, 1.4364287
5, 34, 287.23206, 145.14665, 4.2469378, -0.0077574733
5, 35, 249.60756, 355.1597, -2.9564092, -3.5498636
5, 36, 264.45575, 195.69748, -0.052874025, -3.652401
5, 37, 278.498, 115.84867, 2.795955, -2.7756748
5, 38, 270.2293, 124.38701, 1.0234474, -1.7976738
5, 39, 251.98645, 418.63248, -2.5097682, -3.7260115
5, 40, 288.57852, 352.8674, 4.530485, 0.81561947
5, 41, 280.7922, 38.46049, 2.9178374, 0.7521049
5, 42, 257.58917, 362.0195, -1.3495243, -4.055921
5, 43, 279.47537, 405.78223, 2.6864562, -0.28007182
5, 44, 246.95056, 430.134, -3.8185623, 0.52419764
5, 45, 276.09586, 507.59848, 2.0123148, -2.4284441
5, 46, 282.16278, 22.387863, 3.5763273, -3.2510834
5, 47, 256.06778, 394.79126, -1.839891, -1.63745
5, 48, 278.77475, 438.9624, 2.6851437, -3.1658473
5, 49, 258.57532, 77.89297, -1.3419548, 1.6080256
5, 50, 276.00198, 449.6987, 2.1104276, -3.5480378
5, 51, 251.47836, 231.35576, -2.5643926, 3.6072822
5, 52, 265.5768, 550.9647, 0.13168055, 3.4132442
5, 53, 247.02925, 483.9879, -3.7316186, 3.1315596
5, 54, 271.95602, 547.299, 1.2748313, -3.0291717
